,Date,Ticker,Title,Direction,Market Cap,Editor-Picks,Author-Followers,Initial-Stock-Price,Current-Stock-Price10,Current-Stock-Price30,Current-Stock-Price90,sp500-Price10,sp500-Price30,sp500-Price90,stock_change10,stock_change30,stock_change90,sp500_change10,sp500_change30,sp500_change90
89,"Oct.  5, 2014  3:35 PM ET",PXD,Our Take On Enterprise Products Partners LP&#x27;s Acquisition Of Oiltanking Partners LP,long,60898517094,Regular,"4,035",187.01,171.58,180.91,149.89,1862.49,2012.1,2058.9,-8.250895674028115,-3.2618576546708704,-19.849205924816857,-5.356471365414913,2.246049087860146,4.62421871030032
90,"Oct.  5, 2014  3:31 PM ET",WWAV,Dominion And WhiteWave Go To Overtime In Game 7 Of The Wild Card Round Matchup,long,41063802631,Regular,"2,048",36.53,33.22,36.52,34.76,1862.49,2012.1,2058.9,-9.061045715849993,-0.027374760470840434,-4.845332603339729,-5.356471365414913,2.246049087860146,4.62421871030032
91,"Oct.  5, 2014  3:20 PM ET",AGNC,American Capital Optimistic As Company Puts Faith In Current Macroeconomic Environment,no position,7415618621,Regular,157,20.67,21.50,21.61,21.87,1862.49,2012.1,2058.9,4.015481373971931,4.547653604257366,5.8055152394775,-5.356471365414913,2.246049087860146,4.62421871030032
92,"Oct.  5, 2014  3:08 PM ET",SLV,Coeur Mining: No Silver Polish Needed,long,485708791,Regular,70,16.60,16.71,15.36,15.11,1862.49,2012.1,2058.9,0.662650602409635,-7.4698795180723,-8.975903614457842,-5.356471365414913,2.246049087860146,4.62421871030032
93,"Oct.  5, 2014  3:05 PM ET",ARCP,Recent Buy: American Realty Capital Properties Inc.,NA,9071493614,Regular,"2,240",11.71,11.51,7.99,9.27,1862.49,2012.1,2058.9,-1.7079419299743899,-31.767719897523488,-20.836891545687454,-5.356471365414913,2.246049087860146,4.62421871030032
94,"Oct.  5, 2014  2:56 PM ET",UUP,GLD ETF Has 8%-17% Downside Unless Trouble Spreads,no position,27912512000,Regular,"5,002",22.82,22.59,23.14,24.20,1862.49,2012.1,2058.9,-1.0078878177037704,1.402278702892201,6.047326906222607,-5.356471365414913,2.246049087860146,4.62421871030032
95,"Oct.  5, 2014  2:38 PM ET",YHOO,"Yahoo Should Buy A Stake In Snapchat, The Sooner The Better",no position,40206394974,Regular,"2,321",41.52,37.82,47.08,50.17,1862.49,2012.1,2058.9,-8.911368015414265,13.391136801541414,20.83333333333333,-5.356471365414913,2.246049087860146,4.62421871030032
96,"Oct.  5, 2014 11:56 AM ET",DTV,AT&amp;T DirecTV Merger: Where Does It Fall Short?,NA,171950260970,Regular,5,87.89,83.63,87.43,86.67,1862.49,2012.1,2058.9,-4.846967800659922,-0.5233814996017678,-1.3880987598134018,-5.356471365414913,2.246049087860146,4.62421871030032
97,"Oct.  5, 2014 11:14 AM ET",IBN,ICICI Bank: Looking For A Gain Potential Of 32% To 62% Over 6 To 18 Months,NA,32972037922,Regular,877,9.84,10.16,11.47,12.11,1862.49,2012.1,2058.9,3.2520325203252063,16.565040650406512,23.069105691056908,-5.356471365414913,2.246049087860146,4.62421871030032
98,"Oct.  5, 2014  9:44 AM ET",WMC,Why I Now Recommend Armour Residential REIT,long,1108933544,Regular,"2,790",13.54,13.56,14.23,14.89,1862.49,2012.1,2058.9,0.14771048744461857,5.096011816839005,9.97045790251109,-5.356471365414913,2.246049087860146,4.62421871030032
99,"Oct.  5, 2014  9:42 AM ET",WMT,How Does Costco Look Prior To Earnings?,no position,65749754012,Regular,104,76.46,74.34,76.37,85.39,1862.49,2012.1,2058.9,-2.772691603452773,-0.11770860580694377,11.679309442845941,-5.356471365414913,2.246049087860146,4.62421871030032
100,"Oct.  5, 2014  8:28 AM ET",K,"After The Recent Pullback, Kellogg Is A Buy For Dividend Growth Investors",no position,22217992846,Regular,340,60.03,59.01,62.74,64.98,1862.49,2012.1,2058.9,-1.6991504247876112,4.5144094619357,8.24587706146927,-5.356471365414913,2.246049087860146,4.62421871030032
101,"Oct.  5, 2014  7:55 AM ET",UNP,10% Dividend Increase At Union Pacific Makes This Steady Producer More Attractive,no position,101462230259,Regular,"55,821",108.36,98.85,114.30,118.08,1862.49,2012.1,2058.9,-8.776301218161688,5.4817275747508285,8.970099667774086,-5.356471365414913,2.246049087860146,4.62421871030032
102,"Oct.  5, 2014  7:36 AM ET",JNJ,Johnson &amp; Johnson&#x27;s Growth Potential Is Stronger Than You Think,no position,277576187720,Regular,"1,402",103.46,96.90,107.17,103.79,1862.49,2012.1,2058.9,-6.340614730330552,3.5859269282814696,0.31896385076359224,-5.356471365414913,2.246049087860146,4.62421871030032
103,"Oct.  5, 2014  7:34 AM ET",MUR,Murphy Oil: Successful Execution Required,no position,8269796469,Regular,427,54.21,50.43,50.56,50.14,1862.49,2012.1,2058.9,-6.97288323187604,-6.733075078398816,-7.507839881940602,-5.356471365414913,2.246049087860146,4.62421871030032
104,"Oct.  5, 2014  7:32 AM ET",PII,Why Arctic Cat Cannot Compete With Polaris,no position,490425125,Regular,163,145.89,141.66,148.78,148.33,1862.49,2012.1,2058.9,-2.8994447871684077,1.9809445472616458,1.6724929741586305,-5.356471365414913,2.246049087860146,4.62421871030032
105,"Oct.  5, 2014  7:28 AM ET",AAL,American Airlines Or United Continental?,no position,26027494236,Regular,133,34.77,31.55,42.61,53.80,1862.49,2012.1,2058.9,-9.260857060684504,22.54817371297094,54.73109002013228,-5.356471365414913,2.246049087860146,4.62421871030032
