,Date,Ticker,Title,Direction,Direction_Num,Market Cap,Editor-Picks,Author-Followers,Initial-Stock-Price,Current-Stock-Price10,Current-Stock-Price30,Current-Stock-Price90,sp500-Price10,sp500-Price30,sp500-Price90,stock_change10,stock_change30,stock_change90,sp500_change10,sp500_change30,sp500_change90,difference10,difference30,difference90,status10,status30,status90
1385,"Mar. 28, 2014  5:53 PM ET",XLY,"Best Buy Isn&#x27;t Dead Money, It&#x27;s A Turnaround You Shouldn&#x27;t Miss",NA,4.00,14216302759.00,2.00,402.00,63.60,62.72,62.77,66.11,1845.04,1878.61,1957.22,-1.38,-1.31,3.95,-0.41,1.41,5.65,-0.98,-2.71,-1.70,0.00,0.00,0.00
1386,"Mar. 28, 2014  5:22 PM ET",XIV,Buy This Security To Protect Against Fresh Putin Aggression Near-Term,NA,4.00,1351873072.00,2.00,5036.00,30.66,31.04,31.51,44.19,1845.04,1878.61,1957.22,1.24,2.77,44.13,-0.41,1.41,5.65,1.65,1.37,38.48,0.00,0.00,1.00
1387,"Mar. 28, 2014  5:09 PM ET",XRT,Nordstrom: 7 Different Insiders Have Sold Shares This Month,NA,4.00,15288096075.00,2.00,3828.00,83.30,82.48,81.74,85.75,1845.04,1878.61,1957.22,-0.98,-1.87,2.94,-0.41,1.41,5.65,-0.58,-3.28,-2.71,0.00,0.00,0.00
1388,"Mar. 28, 2014  5:03 PM ET",CU,Is Southern Copper Corporation A Good Investment?,NA,4.00,23377904253.00,2.00,2131.00,21.29,21.40,22.04,23.24,1845.04,1878.61,1957.22,0.52,3.52,9.16,-0.41,1.41,5.65,0.92,2.12,3.51,0.00,0.00,0.00
1389,"Mar. 28, 2014  5:00 PM ET",MXF,Why Invest In Aberdeen Chile Fund? Why Not Mexico Fund,NA,4.00,67958238.00,2.00,5533.00,23.86,24.48,24.00,25.69,1845.04,1878.61,1957.22,2.60,0.59,7.67,-0.41,1.41,5.65,3.00,-0.82,2.02,0.00,0.00,0.00
1390,"Mar. 28, 2014  4:51 PM ET",WTKWY,Wolters Kluwer: Predictable Results With A Good Dividend,NA,4.00,0.00,2.00,63.00,27.04,26.95,27.64,29.64,1845.04,1878.61,1957.22,-0.33,2.22,9.62,-0.41,1.41,5.65,0.07,0.81,3.97,0.00,0.00,0.00
1391,"Mar. 28, 2014  4:51 PM ET",MSFT,Microsoft: Another Step In The Right Direction?,NA,4.00,339473000000.00,2.00,2131.00,39.24,38.75,38.86,40.91,1845.04,1878.61,1957.22,-1.25,-0.97,4.26,-0.41,1.41,5.65,-0.84,-2.37,-1.39,0.00,0.00,0.00
1392,"Mar. 28, 2014  4:40 PM ET",BBRY,BlackBerry: Has The Bloom Come Off The Rose?,NA,4.00,5189490000.00,2.00,4837.00,8.41,7.86,7.28,9.92,1845.04,1878.61,1957.22,-6.54,-13.44,17.95,-0.41,1.41,5.65,-6.13,-14.84,12.31,0.00,0.00,1.00
1393,"Mar. 28, 2014  4:34 PM ET",BAC,"Citigroup: No Dividend Hike Now, But What About The Long-Term Future?",NA,4.00,162432000000.00,2.00,5925.00,16.82,16.22,15.80,15.27,1845.04,1878.61,1957.22,-3.57,-6.06,-9.22,-0.41,1.41,5.65,-3.16,-7.47,-14.86,0.00,0.00,0.00
1394,"Mar. 28, 2014  3:36 PM ET",PMD,ModernGraham Quarterly Valuation Of Psychemedics Corp.,NA,4.00,86645983.00,2.00,3359.00,16.80,15.07,15.18,13.80,1845.04,1878.61,1957.22,-10.30,-9.64,-17.86,-0.41,1.41,5.65,-9.89,-11.05,-23.51,0.00,0.00,0.00
1395,"Mar. 28, 2014  3:23 PM ET",USD,Higher Semiconductor Spending To Drive Applied&#x27;s Growth In 2014,NA,4.00,29783608541.00,2.00,2695.00,59.04,59.11,58.30,74.28,1845.04,1878.61,1957.22,0.12,-1.25,25.81,-0.41,1.41,5.65,0.52,-2.66,20.16,0.00,0.00,1.00
1396,"Mar. 28, 2014  3:19 PM ET",MNKD,What The FDA Document Says About Afrezza: Implications For FDA Approval,NA,4.00,2252695193.00,2.00,361.00,4.83,6.32,6.23,10.58,1845.04,1878.61,1957.22,30.85,28.99,119.05,-0.41,1.41,5.65,31.25,27.58,113.40,1.00,1.00,1.00
1397,"Mar. 28, 2014  3:11 PM ET",MSFT,Microsoft&#x27;s Buyback Paves The Way For High Dividend Growth,NA,4.00,339473000000.00,2.00,5925.00,39.24,38.75,38.86,40.91,1845.04,1878.61,1957.22,-1.25,-0.97,4.26,-0.41,1.41,5.65,-0.84,-2.37,-1.39,0.00,0.00,0.00
1398,"Mar. 30, 2014 11:18 PM ET",NFYEF,New Flyer Industries: 4 Different Insiders Have Purchased Shares This Month,NA,4.00,58705810.00,2.00,3828.00,9.86,9.90,10.15,11.22,1872.18,1878.33,1959.53,0.41,2.94,13.79,-0.01,0.32,4.66,0.41,2.62,9.14,0.00,0.00,1.00
1399,"Mar. 30, 2014 10:37 PM ET",NEPT,Can Krill Oil Nurse Nestle&#x27;s Slowing Growth?,NA,4.00,242118000000.00,2.00,20.00,2.48,2.44,2.42,2.73,1872.18,1878.33,1959.53,-1.61,-2.42,10.08,-0.01,0.32,4.66,-1.60,-2.74,5.42,0.00,0.00,1.00
1400,"Mar. 30, 2014 10:25 PM ET",ODP,Office Depot Insiders Must Know Something,NA,4.00,5020173211.00,2.00,29.00,4.13,4.25,4.03,5.62,1872.18,1878.33,1959.53,2.91,-2.42,36.08,-0.01,0.32,4.66,2.91,-2.74,31.42,0.00,0.00,1.00
1401,"Mar. 30, 2014  9:36 PM ET",EEM,"Long Berkshire, Short Emerging Markets",NA,4.00,336229000000.00,2.00,20.00,40.11,41.35,40.50,42.74,1872.18,1878.33,1959.53,3.09,0.97,6.56,-0.01,0.32,4.66,3.10,0.65,1.90,0.00,0.00,0.00
1402,"Mar. 30, 2014  8:28 PM ET",BAC,Bank Of America: Why Buybacks Are Better Than Dividends,NA,4.00,169260000000.00,2.00,2966.00,17.03,16.46,15.09,15.19,1872.18,1878.33,1959.53,-3.35,-11.39,-10.80,-0.01,0.32,4.66,-3.34,-11.71,-15.46,0.00,0.00,0.00
1403,"Mar. 30, 2014  7:36 PM ET",STWD,MORL Composition Changes Indicate Higher April Dividend And Yield Of 22%,NA,4.00,302764000.00,2.00,2212.00,22.17,21.32,22.27,22.62,1872.18,1878.33,1959.53,-3.83,0.45,2.03,-0.01,0.32,4.66,-3.83,0.13,-2.63,0.00,0.00,0.00
1404,"Mar. 30, 2014  7:11 PM ET",WHX,"Whiting USA Trust Now Worth Less Than $2.15, Will Fall To $0 In 12 Months",NA,4.00,0.00,2.00,1128.00,2.00,2.08,2.03,2.45,1872.18,1878.33,1959.53,4.00,1.50,22.50,-0.01,0.32,4.66,4.01,1.18,17.84,0.00,0.00,1.00
1405,"Mar. 30, 2014  6:52 PM ET",GLD,"Silver Should Rally, But Can Then Drop As Low As $14",NA,4.00,5097290000.00,2.00,6226.00,123.61,126.32,124.86,126.66,1872.18,1878.33,1959.53,2.19,1.01,2.47,-0.01,0.32,4.66,2.20,0.69,-2.19,0.00,0.00,0.00
1406,"Mar. 30, 2014  6:14 PM ET",INTC,Micron: Buy Hard And Hold Through Earnings,NA,4.00,30935054568.00,2.00,4539.00,25.08,26.21,25.73,30.31,1872.18,1878.33,1959.53,4.51,2.59,20.85,-0.01,0.32,4.66,4.51,2.27,16.20,0.00,0.00,1.00
1407,"Mar. 30, 2014  6:03 PM ET",ZTS,ModernGraham Annual Valuation Of Zoetis Inc.,NA,4.00,23261594100.00,2.00,3359.00,28.70,28.82,30.35,32.19,1872.18,1878.33,1959.53,0.42,5.75,12.16,-0.01,0.32,4.66,0.43,5.43,7.50,0.00,1.00,1.00
1408,"Mar. 30, 2014  2:53 PM ET",RTN,ModernGraham Quarterly Valuation Of Raytheon Company - March 2014,NA,4.00,32736045960.00,2.00,3359.00,97.03,97.65,94.19,92.72,1872.18,1878.33,1959.53,0.64,-2.93,-4.44,-0.01,0.32,4.66,0.65,-3.25,-9.10,0.00,0.00,0.00
1409,"Mar. 30, 2014 11:22 AM ET",BBRY,Nokia X Is Shaking Things Up A Bit,NA,4.00,28322771400.00,2.00,3366.00,8.08,7.96,7.67,9.78,1872.18,1878.33,1959.53,-1.49,-5.07,21.04,-0.01,0.32,4.66,-1.48,-5.39,16.38,0.00,0.00,1.00
1410,"Mar. 30, 2014  8:54 AM ET",SLV,It Could Be A Nasty Spring For Precious Metals,NA,4.00,27875232000.00,2.00,52367.00,19.04,19.11,18.76,20.17,1872.18,1878.33,1959.53,0.37,-1.47,5.93,-0.01,0.32,4.66,0.38,-1.79,1.28,0.00,0.00,0.00
1411,"Mar. 30, 2014  8:42 AM ET",GMCR,"Why Keurig Green Mountain Will Definitely, Surely, Assuredly, Certainly Not Be Trading At $108 When 2015 Starts",NA,4.00,20159268219.00,2.00,5269.00,104.72,103.06,92.36,124.50,1872.18,1878.33,1959.53,-1.59,-11.80,18.89,-0.01,0.32,4.66,-1.58,-12.12,14.23,0.00,0.00,1.00
1412,"Mar. 30, 2014  8:02 AM ET",LNKD,LinkedIn Will Grind Lower In The Coming 9 Months,NA,4.00,32420608291.00,2.00,10.00,184.94,176.18,153.23,166.76,1872.18,1878.33,1959.53,-4.74,-17.15,-9.83,-0.01,0.32,4.66,-4.73,-17.47,-14.49,0.00,0.00,0.00
1413,"Mar. 30, 2014  7:28 AM ET",COP,ConocoPhillips: Higher Cash Flow Supports A Growing Dividend,NA,4.00,75907297216.00,2.00,155.00,67.73,68.88,71.90,83.53,1872.18,1878.33,1959.53,1.70,6.16,23.33,-0.01,0.32,4.66,1.71,5.84,18.67,0.00,1.00,1.00
1414,"Mar. 30, 2014  6:58 AM ET",QCOM,Broadcom: Competitor Qualcomm Leads In LTE Chips; Apple Growth Isn&#x27;t Helping,NA,4.00,26517730000.00,2.00,287.00,77.11,78.16,76.78,77.65,1872.18,1878.33,1959.53,1.36,-0.43,0.70,-0.01,0.32,4.66,1.37,-0.75,-3.96,0.00,0.00,0.00
1415,"Mar. 30, 2014  5:51 AM ET",AAPL,Apple Is Walking Up The Down Staircase,NA,4.00,719881000000.00,2.00,835.00,75.25,74.35,83.04,90.77,1872.18,1878.33,1959.53,-1.20,10.35,20.62,-0.01,0.32,4.66,-1.19,10.03,15.97,0.00,1.00,1.00
1416,"Mar. 31, 2014  9:21 PM ET",ACT,ModernGraham Annual Valuation Of Actavis - 2014,NA,4.00,79596123590.00,2.00,3359.00,209.22,191.29,204.33,223.27,1833.08,1883.95,1957.22,-8.57,-2.34,6.72,-2.78,-0.08,3.80,-5.79,-2.25,2.91,0.00,0.00,0.00
1417,"Mar. 31, 2014  6:53 PM ET",CTCM,Smart Investment Of The Week: Fire Sale Price For This Fallen Russian Media Star,NA,4.00,584108123.00,1.00,344.00,8.48,8.58,7.77,10.06,1833.08,1883.95,1957.22,1.18,-8.37,18.63,-2.78,-0.08,3.80,3.96,-8.29,14.83,0.00,0.00,1.00
1418,"Mar. 31, 2014  6:06 PM ET",TU,Rogers Communications: Mixed Plate Of Fortunes Earns A Hold Rating,NA,4.00,17192505278.00,2.00,603.00,34.52,33.58,33.96,36.39,1833.08,1883.95,1957.22,-2.72,-1.62,5.42,-2.78,-0.08,3.80,0.06,-1.54,1.61,0.00,0.00,0.00
1419,"Mar. 31, 2014  5:43 PM ET",TU,"BCE Inc.: Patience Is Key For The Time Being, Waiting To Buy",NA,4.00,34935257874.00,2.00,603.00,34.52,33.58,33.96,36.39,1833.08,1883.95,1957.22,-2.72,-1.62,5.42,-2.78,-0.08,3.80,0.06,-1.54,1.61,0.00,0.00,0.00
1420,"Mar. 31, 2014  5:16 PM ET",SLB,ModernGraham Quarterly Valuation Of Schlumberger Ltd - March 2014,NA,4.00,102561000000.00,2.00,3359.00,96.21,95.59,99.74,116.15,1833.08,1883.95,1957.22,-0.64,3.67,20.73,-2.78,-0.08,3.80,2.14,3.75,16.92,0.00,0.00,1.00
1421,"Mar. 31, 2014  5:03 PM ET",TDS,Corium International IPO Not Likely Worth The Risk,NA,4.00,123062407.00,2.00,8830.00,26.24,25.69,26.61,25.58,1833.08,1883.95,1957.22,-2.10,1.41,-2.52,-2.78,-0.08,3.80,0.69,1.49,-6.32,0.00,0.00,0.00
1422,"Mar. 31, 2014  4:54 PM ET",QCLN,Here&#x27;s Why Cree Is Still Worth $63,NA,4.00,4087894225.00,2.00,2695.00,20.72,19.32,18.74,20.30,1833.08,1883.95,1957.22,-6.76,-9.56,-2.03,-2.78,-0.08,3.80,-3.98,-9.47,-5.83,0.00,0.00,0.00
1423,"Mar. 31, 2014  3:58 PM ET",DXPE,DXP Enterprises: Should You Buy It?,NA,4.00,644602910.00,2.00,315.00,98.80,102.16,113.21,75.70,1833.08,1883.95,1957.22,3.40,14.59,-23.38,-2.78,-0.08,3.80,6.18,14.67,-27.18,1.00,1.00,0.00
1424,"Mar. 31, 2014  3:30 PM ET",MU,Micron To Benefit From Improving Memory Market Dynamics,NA,4.00,30935054568.00,2.00,2695.00,24.44,21.68,26.12,31.51,1833.08,1883.95,1957.22,-11.29,6.87,28.93,-2.78,-0.08,3.80,-8.51,6.96,25.13,0.00,1.00,1.00
1425,"Mar. 31, 2014  2:37 PM ET",AAN,Letter To Independent Members Of The Board Of Directors Of Aaron&#x27;s,NA,4.00,2072911744.00,2.00,9.00,30.32,30.15,29.38,35.52,1833.08,1883.95,1957.22,-0.56,-3.10,17.15,-2.78,-0.08,3.80,2.22,-3.02,13.35,0.00,0.00,1.00
1426,"Apr.  1, 2014 11:59 PM ET",FB,Is Oculus The Future Of Facebook?,NA,4.00,218463000000.00,2.00,16.00,62.72,58.53,61.15,67.29,1815.69,1883.68,1960.23,-6.68,-2.50,7.29,-3.98,-0.38,3.67,-2.70,-2.12,3.62,0.00,0.00,0.00
1427,"Apr.  1, 2014  8:30 PM ET",MSFT,Watch Microsoft Flex Some Muscle Under Satya Nadella,NA,4.00,339473000000.00,2.00,3366.00,40.26,38.18,38.95,40.89,1815.69,1883.68,1960.23,-5.17,-3.25,1.56,-3.98,-0.38,3.67,-1.19,-2.87,-2.10,0.00,0.00,0.00
1428,"Apr.  1, 2014  8:15 PM ET",KING,GLU Mobile Will Beat Guidance Based On App Store Data,NA,4.00,498381245.00,2.00,108.00,17.48,15.91,15.71,18.66,1815.69,1883.68,1960.23,-8.98,-10.13,6.75,-3.98,-0.38,3.67,-5.00,-9.74,3.08,0.00,0.00,0.00
1429,"Apr.  1, 2014  8:04 PM ET",EHTEQ,The Most Interesting Investment In The World: Ethanex Energy,NA,4.00,0.00,2.00,5663.00,0.77,0.76,0.80,0.85,1815.69,1883.68,1960.23,-1.30,3.90,10.39,-3.98,-0.38,3.67,2.68,4.28,6.72,0.00,0.00,1.00
1430,"Apr.  1, 2014  6:12 PM ET",CSCO,Cisco Preps For Hybrid IT By Making Significant Changes To Its Channel Programs,NA,4.00,142626000000.00,2.00,54.00,22.49,21.97,22.51,24.31,1815.69,1883.68,1960.23,-2.31,0.09,8.09,-3.98,-0.38,3.67,1.67,0.47,4.43,0.00,0.00,0.00
1431,"Apr.  1, 2014  6:03 PM ET",BCR,ModernGraham Quarterly Valuation Of C.R. Bard Inc. - March 2014,NA,4.00,12305074875.00,2.00,3359.00,147.92,136.48,137.43,142.40,1815.69,1883.68,1960.23,-7.73,-7.09,-3.73,-3.98,-0.38,3.67,-3.76,-6.71,-7.40,0.00,0.00,0.00
1432,"Apr.  1, 2014  5:47 PM ET",NOK,Will Nokia Double Again?,NA,4.00,28322771400.00,2.00,4837.00,7.16,6.96,6.99,7.56,1815.69,1883.68,1960.23,-2.79,-2.37,5.59,-3.98,-0.38,3.67,1.18,-1.99,1.92,0.00,0.00,0.00
1433,"Apr.  1, 2014  5:22 PM ET",UGE,10 Reasons To Like Nike Right Now,NA,4.00,82773949793.00,2.00,21.00,80.01,77.80,82.80,86.68,1815.69,1883.68,1960.23,-2.76,3.49,8.34,-3.98,-0.38,3.67,1.22,3.87,4.67,0.00,0.00,0.00
1434,"Apr.  1, 2014  4:18 PM ET",URPTF,7 Reasons Why The Uranium Mining ETF Is In A 6-Month Uptrend,NA,4.00,194524176.00,2.00,1831.00,5.07,45.44,47.31,57.19,1815.69,1883.68,1960.23,0.35,4.48,26.30,-3.98,-0.38,3.67,4.33,4.87,22.64,0.00,0.00,1.00
1435,"Apr.  1, 2014  4:01 PM ET",ADDYY,Nike Holds Promising Prospects,NA,4.00,82773949793.00,2.00,709.00,53.84,52.92,52.11,50.67,1815.69,1883.68,1960.23,-1.71,-3.21,-5.89,-3.98,-0.38,3.67,2.27,-2.83,-9.55,0.00,0.00,0.00
1436,"Apr.  1, 2014  3:38 PM ET",F,Ford Motor: More Positives Going Into April,NA,4.00,64086257565.00,2.00,937.00,15.91,15.11,15.50,16.79,1815.69,1883.68,1960.23,-5.03,-2.58,5.53,-3.98,-0.38,3.67,-1.05,-2.20,1.86,0.00,0.00,0.00
1437,"Apr.  1, 2014  3:36 PM ET",CVS,Walgreen Company: A Stock Worth Investing In,NA,4.00,79169173189.00,2.00,709.00,73.71,71.55,72.33,74.58,1815.69,1883.68,1960.23,-2.93,-1.87,1.18,-3.98,-0.38,3.67,1.05,-1.49,-2.49,0.00,0.00,0.00
1438,"Apr.  1, 2014  3:34 PM ET",BBRY,"BlackBerry&#x27;s Net Cash Balance Falls, But Margin Focus And BES 12 Look Promising",NA,4.00,5189490000.00,2.00,2695.00,8.21,7.28,7.97,10.24,1815.69,1883.68,1960.23,-11.33,-2.92,24.73,-3.98,-0.38,3.67,-7.35,-2.54,21.06,0.00,0.00,1.00
1439,"Apr.  1, 2014  3:27 PM ET",TWTR,What You Need To Know As Twitter&#x27;s Euphoria Subsides,NA,4.00,30228052163.00,2.00,2695.00,45.73,40.05,39.09,40.97,1815.69,1883.68,1960.23,-12.42,-14.52,-10.41,-3.98,-0.38,3.67,-8.44,-14.14,-14.08,0.00,0.00,0.00
1440,"Apr.  1, 2014  3:21 PM ET",AMRN,"Amarin Takes Step 1, Of A Million, To Right Its Ship",NA,4.00,513574154.00,2.00,5269.00,1.88,1.69,1.68,1.76,1815.69,1883.68,1960.23,-10.11,-10.64,-6.38,-3.98,-0.38,3.67,-6.13,-10.26,-10.05,0.00,0.00,0.00
1441,"Apr.  1, 2014  3:09 PM ET",SDLP,The Long-Term Prospects Of Seadrill Remain Bright,NA,4.00,4493970635.00,2.00,709.00,27.42,26.27,28.82,30.68,1815.69,1883.68,1960.23,-4.19,5.11,11.89,-3.98,-0.38,3.67,-0.22,5.49,8.22,0.00,1.00,1.00
1442,"Apr.  1, 2014  2:45 PM ET",YUM,It&#x27;s Not The Right Time To Invest In McDonald&#x27;s,NA,4.00,92603783758.00,2.00,709.00,75.50,73.17,75.02,79.89,1815.69,1883.68,1960.23,-3.09,-0.64,5.81,-3.98,-0.38,3.67,0.89,-0.25,2.15,0.00,0.00,0.00
1443,"Apr.  1, 2014  2:41 PM ET",FDX,Is UPS A Good Dividend Pick?,NA,4.00,88927140476.00,2.00,2131.00,134.09,130.57,135.56,150.84,1815.69,1883.68,1960.23,-2.63,1.10,12.49,-3.98,-0.38,3.67,1.35,1.48,8.83,0.00,0.00,1.00
1444,"Apr.  1, 2014  2:29 PM ET",AMZN,Growlife: Taking A Page From Amazon,NA,4.00,27407089.00,2.00,1276.00,341.96,311.73,307.89,324.78,1815.69,1883.68,1960.23,-8.84,-9.96,-5.02,-3.98,-0.38,3.67,-4.86,-9.58,-8.69,0.00,0.00,0.00
1445,"Apr.  1, 2014  2:19 PM ET",VVUS,Can Stendra Cure Vivus,NA,4.00,292947491.00,2.00,1369.00,6.18,4.84,5.09,5.32,1815.69,1883.68,1960.23,-21.68,-17.64,-13.92,-3.98,-0.38,3.67,-17.71,-17.26,-17.58,0.00,0.00,0.00
1446,"Apr.  2, 2014  7:45 PM ET",YYY,18% Yield On CEFL After April Dividend Increase,NA,4.00,195354000.00,2.00,2212.00,21.90,21.79,22.38,23.33,1872.18,1881.14,1973.32,-0.50,2.19,6.53,-0.88,-0.40,4.48,0.38,2.60,2.05,0.00,0.00,0.00
1447,"Apr.  2, 2014  7:35 PM ET",VIG,Why This Dividend Aristocrat ETF Isn&#x27;t So Noble,NA,4.00,659168450.00,2.00,2771.00,75.20,73.01,75.03,77.98,1872.18,1881.14,1973.32,-2.91,-0.23,3.70,-0.88,-0.40,4.48,-2.03,0.18,-0.78,0.00,0.00,0.00
1448,"Apr.  2, 2014  7:32 PM ET",QCOM,Qualcomm For Above Average Total Return,NA,4.00,113226000000.00,2.00,3247.00,78.77,76.28,77.24,78.37,1872.18,1881.14,1973.32,-3.16,-1.94,-0.51,-0.88,-0.40,4.48,-2.28,-1.54,-4.98,0.00,0.00,0.00
1449,"Apr.  2, 2014  6:58 PM ET",CG,Is Dividend Machine Johnson &amp; Johnson A Buy?,NA,4.00,275852000000.00,2.00,1706.00,35.06,33.36,31.68,34.18,1872.18,1881.14,1973.32,-4.85,-9.64,-2.51,-0.88,-0.40,4.48,-3.97,-9.24,-6.99,0.00,0.00,0.00
1450,"Apr.  2, 2014  4:01 PM ET",TXT,Predicting Stock Prices: Textron May Grow To $45 In May,NA,4.00,11848522164.00,2.00,356.00,40.02,36.89,38.97,38.42,1872.18,1881.14,1973.32,-7.82,-2.62,-4.00,-0.88,-0.40,4.48,-6.94,-2.22,-8.47,0.00,0.00,0.00
1451,"Apr.  2, 2014  3:48 PM ET",AAPL,"Amazon&#x27;s Streaming Box Has Potential, But It&#x27;s No Roku, Apple Or Gaming Killer",NA,4.00,172091000000.00,2.00,665.00,75.54,72.85,83.08,92.29,1872.18,1881.14,1973.32,-3.56,9.98,22.17,-0.88,-0.40,4.48,-2.68,10.39,17.70,0.00,1.00,1.00
1452,"Apr.  2, 2014  3:45 PM ET",TXN,Factors Responsible For TI&#x27;s Stock Price Increase; Possible Scenarios For A 20% Upside To Our Valuation,NA,4.00,59807532522.00,2.00,2695.00,46.46,43.82,44.89,47.55,1872.18,1881.14,1973.32,-5.68,-3.38,2.35,-0.88,-0.40,4.48,-4.80,-2.98,-2.13,0.00,0.00,0.00
1453,"Apr.  2, 2014  3:28 PM ET",MORL,MORL Yielding 21.8% After April Dividend Incease,NA,4.00,302764000.00,2.00,2212.00,17.67,17.80,18.36,19.71,1872.18,1881.14,1973.32,0.74,3.90,11.54,-0.88,-0.40,4.48,1.61,4.31,7.07,0.00,0.00,1.00
1454,"Apr.  2, 2014  3:25 PM ET",VMW,F5 Networks Is Worth $108: Factors That Will Drive Growth,NA,4.00,8105484220.00,2.00,2695.00,107.92,99.24,93.68,98.29,1872.18,1881.14,1973.32,-8.04,-13.19,-8.92,-0.88,-0.40,4.48,-7.16,-12.79,-13.40,0.00,0.00,0.00
1455,"Apr.  2, 2014  3:13 PM ET",AMZN,Amazon&#x27;s Device Comparison Chart Skewed To Make Them Look Better,NA,4.00,172091000000.00,2.00,665.00,333.62,311.73,308.01,332.39,1872.18,1881.14,1973.32,-6.56,-7.68,-0.37,-0.88,-0.40,4.48,-5.68,-7.27,-4.85,0.00,0.00,0.00
1456,"Apr.  2, 2014  3:00 PM ET",WD,"Micron, Intel, Apple: A Tale Of 3 Companies",NA,4.00,30935054568.00,2.00,4539.00,16.68,15.75,15.61,14.33,1872.18,1881.14,1973.32,-5.58,-6.41,-14.09,-0.88,-0.40,4.48,-4.70,-6.01,-18.57,0.00,0.00,0.00
1457,"Apr.  2, 2014  2:58 PM ET",TEDU,IPO Preview: Tarena International,NA,4.00,523797402.00,2.00,3104.00,9.06,7.71,9.18,12.83,1872.18,1881.14,1973.32,-14.90,1.32,41.61,-0.88,-0.40,4.48,-14.02,1.73,37.14,0.00,0.00,1.00
1458,"Apr.  2, 2014  2:43 PM ET",AA,Alcoa Earnings Preview: Technical Breakout - Can Fundamentals Follow?,NA,4.00,16585906147.00,2.00,1096.00,12.64,12.44,13.61,14.72,1872.18,1881.14,1973.32,-1.58,7.67,16.46,-0.88,-0.40,4.48,-0.70,8.08,11.98,0.00,1.00,1.00
1459,"Apr.  2, 2014  2:43 PM ET",TEDU,Tarena International IPO A Buy In Proposed Range Of $8-$10,NA,4.00,523797402.00,2.00,8830.00,9.06,7.71,9.18,12.83,1872.18,1881.14,1973.32,-14.90,1.32,41.61,-0.88,-0.40,4.48,-14.02,1.73,37.14,0.00,0.00,1.00
1460,"Apr.  2, 2014  2:39 PM ET",TGH,Consolidation Of Global Liners Spells Trouble For Container Lessors,NA,4.00,1329462536.00,2.00,84.00,37.36,37.00,37.17,37.35,1872.18,1881.14,1973.32,-0.96,-0.51,-0.03,-0.88,-0.40,4.48,-0.09,-0.10,-4.50,0.00,0.00,0.00
1461,"Apr.  3, 2014 11:59 PM ET",FIVN,IPO Preview: Five9,NA,4.00,224050022.00,2.00,3104.00,7.64,7.37,7.00,6.74,1833.08,1883.95,1974.62,-3.53,-8.38,-11.78,-1.72,1.01,5.87,-1.82,-9.39,-17.65,0.00,0.00,0.00
1462,"Apr.  3, 2014  7:09 PM ET",XLP,Coke: Currently Offering A 3% Yield,NA,4.00,174257000000.00,2.00,1212.00,42.09,41.89,43.31,44.24,1833.08,1883.95,1974.62,-0.48,2.90,5.11,-1.72,1.01,5.87,1.24,1.89,-0.76,0.00,0.00,0.00
1463,"Apr.  3, 2014  7:00 PM ET",USD,What Fund Giant Klarman Sees In Micron,NA,4.00,30935054568.00,2.00,1212.00,60.03,56.65,58.86,77.40,1833.08,1883.95,1974.62,-5.63,-1.95,28.94,-1.72,1.01,5.87,-3.91,-2.96,23.06,0.00,0.00,1.00
1464,"Apr.  3, 2014  6:28 PM ET",XLI,General Electric - Profit From Alpha Through Beta Contraction,NA,4.00,252025000000.00,2.00,877.00,51.77,50.15,52.04,53.74,1833.08,1883.95,1974.62,-3.13,0.52,3.81,-1.72,1.01,5.87,-1.41,-0.49,-2.07,0.00,0.00,0.00
1465,"Apr.  3, 2014  6:28 PM ET",TRIP,Online Travel: How Google Wins Even If It Loses,NA,4.00,372518000000.00,2.00,1212.00,85.69,78.99,82.60,108.12,1833.08,1883.95,1974.62,-7.82,-3.61,26.18,-1.72,1.01,5.87,-6.10,-4.62,20.30,0.00,0.00,1.00
1466,"Apr.  3, 2014  6:27 PM ET",IMS,IMS Health Holdings IPO Could Boost Shareholder Vitality,NA,4.00,8562233065.00,2.00,8830.00,23.00,23.46,24.08,25.69,1833.08,1883.95,1974.62,2.00,4.70,11.70,-1.72,1.01,5.87,3.72,3.68,5.82,0.00,0.00,1.00
1467,"Apr.  3, 2014  6:21 PM ET",GRUB,Scramble For Your Share Of GrubHub&#x27;s IPO,NA,4.00,3701212175.00,2.00,8830.00,34.00,33.64,31.05,33.77,1833.08,1883.95,1974.62,-1.06,-8.68,-0.68,-1.72,1.01,5.87,0.66,-9.69,-6.55,0.00,0.00,0.00
1468,"Apr.  3, 2014  6:19 PM ET",ATLKF,"Atlas Copco Is A Gem, Albeit An Expensive One",NA,4.00,25996035277.00,2.00,337.00,28.26,28.06,29.15,28.85,1833.08,1883.95,1974.62,-0.71,3.15,2.09,-1.72,1.01,5.87,1.01,2.14,-3.78,0.00,0.00,0.00
1469,"Apr.  3, 2014  6:15 PM ET",SYY,ModernGraham Quarterly Valuation Of Sysco Corp.- April 2014,NA,4.00,22846659520.00,2.00,3359.00,34.84,34.54,35.39,36.60,1833.08,1883.95,1974.62,-0.86,1.58,5.05,-1.72,1.01,5.87,0.86,0.57,-0.82,0.00,0.00,0.00
